TWEET # , MESSAGE , MATCH , POLARITY
1159, k8lister this advice from 1918 about the spanish flu seems pretty bang on to me  dontgetscared     , pretty, Positive 
1160, lets remember the good times and look ahead to next season halifax covid19canada staysafe   , good, Positive 
1161, k8lister this advice from 1918 about the spanish flu seems pretty bang on to me  dontgetscared     , pretty, Positive 
1162, twitcoast halifax burger week postponed until june 2020 due to covid19   , No Match, Neutral 
1163, philmealey ill never make it from work in time  cant you do one in front of the halifax in chapel or buxton im not proud , work | proud | , Positive 
1164, k8lister this advice from 1918 about the spanish flu seems pretty bang on to me  dontgetscared     , pretty, Positive 
1165, twitcoast halifax burger week postponed until june 2020 due to covid19   , No Match, Neutral 
1166, emcsheff updated 20 halifax firefighters will selfisolate when they get back from training in georgia us this weekend emergency , emergency, Negative 
1167, nscch given the concern of covid19 and the recent guidance from public health officials all nova scotia museum sites and the art ga , concern | guidance | , Neutral 
1168, canimmigrant with the recent covid 19 virus we have decided to postpone our upcoming canadian immigrant fairs in association with pu , virus, Negative 
1169, moving day is fast approaching for many people this spring have you started packing yet   rona lowes halifax northend movingday diy hardwarestore  , fast, Positive 
1170, nigeinbingley thepitofclay sportsbymatthew pcfc1906 northern premier league are playing not many sides near west yorks though b , premier, Positive 
1171, k8lister this advice from 1918 about the spanish flu seems pretty bang on to me  dontgetscared     , pretty, Positive 
1172, philmealey early doors with craig cash and phil mealey  square chapel halifax 15th may 2020 730pm so me and cashy are doing an even , No Match, Neutral 
1173, r1100gsbluenose davedude91 my footie teams live on bt sport tomorrow  halifax town v ebbsfleet united  been confirmed as still on only live televised game this weekend , No Match, Neutral 
1174, hubnutvids halifaxbank i tried paying into a halifax branch yesterday amp the sysyem had crashed so tried to pay in at the post office which still didnt work so youre not the only one fed up with halifaxbank , crashed | work | , Neutral 
1175, milessi for those who need a football fix this weekend halifax v ebbsfleet is still on and live on bt sport tomorrow from 5pm , No Match, Neutral 
1176, k8lister this advice from 1918 about the spanish flu seems pretty bang on to me  dontgetscared     , pretty, Positive 
1177, hfxrec please note that the emera oval will close on saturday march 14 for the remainder of the season   , No Match, Neutral 
1178, globalhalifax im in a situation where i have spent the moneyif it gets cancelled i am not going to be refunded  , refunded, Positive 
1179, emcsheff updated 20 halifax firefighters will selfisolate when they get back from training in georgia us this weekend emergency , emergency, Negative 
1180, tinayoh halifax yhz remember hurricane dorian amp the impacts it had on the poor disabled amp elderly more disasters amp crises such a , poor | disabled | , Negative 
1181, hfxtransit we have been escalating efforts to increase the frequency of wipedowns for hightouch surfaces on our buses ferries and a , No Match, Neutral 
1182, hfxrec please note that the emera oval will close on saturday march 14 for the remainder of the season   , No Match, Neutral 
1183, hfxtransit we have been escalating efforts to increase the frequency of wipedowns for hightouch surfaces on our buses ferries and a , No Match, Neutral 
1184, twitcoast halifax burger week postponed until june 2020 due to covid19   , No Match, Neutral 
1185, daraobriain we all can understand why but i was looking forward to this see you next time in halifax , No Match, Neutral 
1186, ianpavelko ever wonder what it would be like to drive from vancouver to halifax at 5000 kmh grab your popcorn and have a seat  htt , wonder | like | , Positive 
1187, thommills halifax v ebbsfleet tomorrow lad , No Match, Neutral 
1188, batesbates75 ive already tweeted this morning how the specialpeople of halifax calderdale are somehow unique as are those who vi , No Match, Neutral 
1189, cacbt is closely monitoring the situation concerning covid19  we remain committed to hosting our annual conference in halifax may 2123 2020 given that circumstances may change quickly we will issue a decision by mid april as to whether to cancel or delay the conference , issue | delay | , Negative 
1190, emera oval closing for 201920 winter season   the decision is based on anticipated ice loss and to comply with nova scotias direction that mass gatherings be limited to 150 people  , loss | limited | , Negative 
1191, emcsheff updated 20 halifax firefighters will selfisolate when they get back from training in georgia us this weekend emergency , emergency, Negative 
1192, hfxtransit hfxtransit is asking residents and visitors who are feeling ill to avoid using transit services until your health returns , No Match, Neutral 
1193, then on sat 9 may we finally get to screen twockers the bbc tv film was set in halifax and codirected by ian duncan who comes for a qampa and the oscar winning pawel pawlikowski before he got the  a very rare chance to see this  , winning, Positive 
1194, updated 20 halifax firefighters will selfisolate when they get back from training in georgia us this weekend emergency health services also confirms some paramedics have selfisolated reminder  there are no covid19 cases in novascotia  , emergency, Negative 
1195, im in a situation where i have spent the moneyif it gets cancelled i am not going to be refunded  , refunded, Positive 
1196, iamxkaymarie yall finna subscribe to my premium or na  , No Match, Neutral 
1197, researchimpact in light of public health concerns related to the coronavirus the canadian knowledge mobilization forum 2020 ckf2020 , concerns, Negative 
1198, thecondon bout to head to halifax now , No Match, Neutral 
1199, skuddbutt fun transitional animation i made for meru during scene changes  , fun, Positive 
1200, theambernova good morning everyone stay safe out there fridayfeeling  , good | safe | , Positive 
1201, hfxrec please note that the emera oval will close on saturday march 14 for the remainder of the season   , No Match, Neutral 
1202, amouredelavie moonosaboutique item number  md6212152 discount code amoured10  extra 10 off for any order moonosaboutique moo , No Match, Neutral 
1203, halifax v ebbsfleet is my new current plan for tomorrow then entry for a tenner why not , No Match, Neutral 
1204, anbudropout i want everyone in the village to acknowledge me and become a great hokage  , great, Positive 
1205, theambernova late night snack   , No Match, Neutral 
1206, alexanderquon breaking dalhousie has suspended classes next week halifax , breaking, Negative 
1207, sweetenersource coronavirus to everyone  , No Match, Neutral 
1208, sappho1965 i dont go looking for lesbian couples but if you want to see a marvelous lesbian couple with insane chem check out last tango in halifax , marvelous | insane | , Neutral 
1209, howardb98974010 big thank you to you too and glad you have finally found the account that gives you extra  really appreciate you taking the time for pictures rabperry got some great snaps and the coverage is already starting to filter through   , thank | glad | appreciate | great | , Positive 
1210, globalnews im in the states supposed to fly back on the 18th to halifax from new york i need to know if i can come back home and isolate myself in my own home , isolate, Negative 
1211, sonicconcerts new jesse cook dates to be announced when confirmed includes halifax apr 14 dalartscentre moncton apr 15 capitolmo , No Match, Neutral 
1212, scottparry as of today the halifax annual meeting will go on as planned june 1113 2020 to help members plan in these uncertain t , uncertain, Negative 
1213, laurabarr38 mind you at least theres footy on bt halifax v ebbsfleet when needs must  , No Match, Neutral 
1214, hfxtransit as a precautionary measure against covid19 the first seat on many hfxtransit buses will be unavailable to riders this i , unavailable, Negative 
1215, chrisdufflaa hi chris if youre concerned about the impact of coronavirus on you and your money please visit  weve put in place some additional support and information to help you graeme , concerned | support | , Neutral 
1216, nonleaguepaper tomorrow night fc halifax town v ebbsfleet united live on bt sport at 520pm   the only televised football match in b , No Match, Neutral 
1217, k8lister this advice from 1918 about the spanish flu seems pretty bang on to me  dontgetscared     , pretty, Positive 
1218, janetmcwee just on a binge watching last tango in halifax  , No Match, Neutral 
1219, prichardshow 2 questions  was working the brother love character or working behind the scenes as one of vincess right hand guys most enjoyable for you   were you in halifax for the infamous raw flag match and if so do you have any stories from that show   askbruce , love | right | enjoyable | infamous | , Positive 
1220, possible covid19 link shuts down halifax mayors office  the chronicle herald  , No Match, Neutral 
1221, hfxtransit hfxtransit is asking residents and visitors who are feeling ill to avoid using transit services until your health returns , No Match, Neutral 
1222, retweet if you want my fat ass sat on your face   halifax undertale  , fat, Negative 
1223, philmealey early doors with craig cash and phil mealey  square chapel halifax 15th may 2020 730pm so me and cashy are doing an even , No Match, Neutral 
1224, theatreviaduct meet brenda barbara jo sandra and lotte these ladies were plied with tea by nbroadsides theatre company and enco , No Match, Neutral 
1225, twitcoast halifax burger week postponed until june 2020 due to covid19   , No Match, Neutral 
1226, taraslone always on at the midtown tavern in halifax back in the 80s because of course fitness was the byword there at the time  , No Match, Neutral 
1227, davethefilm up north film amp television festival is back squarechapel this may so heres a thread of the 15 must see events in halifax , No Match, Neutral 
1228, our analytics team software algorithms  intuitive research investors and artificial intelligence analysis shows sonananotech lateral flow rapid test to become a disrupted industry in during this pandemicotc lmtcf cse sona   , intuitive | intelligence | rapid | , Positive 
1229, hfxtransit hfxtransit is asking residents and visitors who are feeling ill to avoid using transit services until your health returns , No Match, Neutral 
1230, halifax burger week postponed until june 2020 due to covid19   , No Match, Neutral 
1231, alexanderquon the sun sets on the halifax oval for another year hfxgov says the popular attraction will close on saturday for the re , popular | attraction | , Positive 
1232, hfxtransit as a precautionary measure against covid19 the first seat on many hfxtransit buses will be unavailable to riders this i , unavailable, Negative 
1233, please note that the emera oval will close on saturday march 14 for the remainder of the season   , No Match, Neutral 
1234, hfxtransit as a precautionary measure against covid19 the first seat on many hfxtransit buses will be unavailable to riders this i , unavailable, Negative 
1235, hfxtransit for riders information some halifax transit operators may be wearing masks this is not a mandated requirement but a pers , No Match, Neutral 
1236, globalhalifax dalhousie university in halifax announced friday that inperson classes for dalhousie and kings students will be suspen , No Match, Neutral 
1237, community badge litter pick for 31st birchencliffe scouts tonight amazing how much you find in as a little as 45 minutes 6 bags from my group along halifax road by the community centre well done team more to come from other teams shortly lindley birchencliffe  , amazing | well | , Positive 
1238, hfxtransit we have been escalating efforts to increase the frequency of wipedowns for hightouch surfaces on our buses ferries and a , No Match, Neutral 
1239, halifax i understand what you mean and i agree 100 , No Match, Neutral 
1240, globalhalifax dalhousie university in halifax announced friday that inperson classes for dalhousie and kings students will be suspen , No Match, Neutral 
1241, thepitofclay sportsbymatthew pcfc1906 northern premier league are playing not many sides near west yorks though bpa halifax and york at home , premier, Positive 
1242, hfxtransit as a precautionary measure against covid19 the first seat on many hfxtransit buses will be unavailable to riders this i , unavailable, Negative 
1243, alexanderquon just in twitcoast is postponing its popular burger week event until june the decision is prompted by the coronavirus , popular, Positive 
1244, autumn 2018 was a magical time we park in plessisville and we call it a plessisville ride but really the part that is the fun part begins at saintesophiedhalifax  , magical | fun | , Positive 
1245, hfxtraffic hfxtransit hfxtransit is asking residents and visitors who are feeling ill to avoid using transit services until your , No Match, Neutral 
1246, lukeh38900778 lawrencerlawton gangsterredemption just showed up in my mailbox today i appreciate you brother all the way from halifax nova scotia canada  , appreciate, Positive 
1247, arclight666 naz shah and pc amjad ditta who is charged with 14 other pakistani men for offences against three girls in the halifax a , No Match, Neutral 
1248, philmealey early doors with craig cash and phil mealey  square chapel halifax 15th may 2020 730pm so me and cashy are doing an even , No Match, Neutral 
1249, milessi for those who need a football fix this weekend halifax v ebbsfleet is still on and live on bt sport tomorrow from 5pm , No Match, Neutral 
1250, amberbluebelle good idea ambersunday is greatgkh followed by belgravia on itvand last tango in halifax on bbcwhy dont they share it out a bit , good, Positive 
1251, davethefilm up north film amp television festival is back squarechapel this may so heres a thread of the 15 must see events in halifax , No Match, Neutral 
1252, hfxpublib update as a preventative measure to minimize the possible spread of coronavirus covid19 beginning march 16 all halifax , No Match, Neutral 
1253, hfxtransit hfxtransit is asking residents and visitors who are feeling ill to avoid using transit services until your health returns , No Match, Neutral 
1254, alexanderquon breaking dalhousie has suspended classes next week halifax  , breaking, Negative 
1255, up north film amp television festival is back squarechapel this may so heres a thread of the 15 must see events in halifax   but first the trailer from the talented agladok  , talented, Positive 
1256, hfxtransit we have been escalating efforts to increase the frequency of wipedowns for hightouch surfaces on our buses ferries and a , No Match, Neutral 
1257, philmealey early doors with craig cash and phil mealey  square chapel halifax 15th may 2020 730pm so me and cashy are doing an even , No Match, Neutral 
1258, k8lister this advice from 1918 about the spanish flu seems pretty bang on to me  dontgetscared     , pretty, Positive 
1259, theseahorse halifax we will remain open tonight friday with a reduced capacity but our saturday night dance parties will be postpon , No Match, Neutral 
1260, alexanderquon the sun sets on the halifax oval for another year hfxgov says the popular attraction will close on saturday for the re , popular | attraction | , Positive 
1261, halifax pubgsupport 2100 votes and 80 leave it in the cratesif this doesnt ring any bells pubg will die right in their hands , die | right | , Neutral 
1262, nonleaguepaper tomorrow night fc halifax town v ebbsfleet united live on bt sport at 520pm   the only televised football match in b , No Match, Neutral 
1263, hfxtransit hfxtransit is asking residents and visitors who are feeling ill to avoid using transit services until your health returns , No Match, Neutral 
1264, 522pm 3 engine west st halifax paged for an mva near barrington and cogswell hfxtraffic , No Match, Neutral 
1265, im at my limit for the day with all the craziness on my timeline share something good that happened to you recently send me some memes for my fb funny page anything  halifax lovemycity tellmesomethinggood  , limit | craziness | good | funny | , Negative 
1266, alexanderquon just in twitcoast is postponing its popular burger week event until june the decision is prompted by the coronavirus , popular, Positive 
1267, hfxgov the emera oval will close on saturday march 14 for the remainder of the season more info  , No Match, Neutral 
1268, nova scotia has no confirmed cases but is coming out head by cancelling events closing public places this is how to be proactive not reactive  , proactive, Positive 
1269, lindsaytedds tune into theagenda tonight and watch me lose my mind about how our political leaders are failing to acknowledge the hug , lose | failing | hug | , Negative 
1270, complex good news researchers in canada have isolated the covid19 virus  full story   , complex | good | isolated | virus | , Negative 
1271, davenewworld nhl hockey is postponed indefinitely  2 hours later  canada we have a cure , cure, Positive 
1272, canada reports 21 new cases bringing total confirmed cases there to 179 and 1 total death with 37 new cases reported today  coronavirus covid19 coronavirusoutbreak  , death, Negative 
1273, the canadian energy centre would like to thank the uofa for keeping secret until late friday the 13th in the afternoon during a pandemic  the uofa wouldnt have helped the oil and gas industry anyway bunch of socialists ableg cdnpoli abpoli   , like | thank | helped | , Positive 
1274, mariefrrenaud university of alberta to eliminate up to 1000 positions in face of funding cuts  cbc news  , No Match, Neutral 
1275, pretty devastating for these albertans and their families let alone our economy  kenneyscruelcuts ableg betteroffwithrachel university of alberta to eliminate up to 1000 positions in face of funding cuts  , pretty | devastating | , Neutral 
1276, steveschmidtses arent they illegal in canada , illegal, Negative 
1277, abeoudshoorn important notice  if you are a registered nurse in canada not currently employed please consider applying to the public , important, Positive 
1278, natly69 mollerdennis vansanity1 pattyhajdu globalbc cphocanada justintrudeau its a joke us is now doing drive through testing yet our media pretends that canada has taken any action on this theyve been lying to us all even pms wife wasnt immune from no travel ban , joke | lying | , Negative 
1279, coke canada halting some production after worker tests positive for covid19  , positive, Positive 
1280, davenewworld nhl hockey is postponed indefinitely  2 hours later  canada we have a cure , cure, Positive 
1281, mathewi a couple in vancouver have spent 70000 buying all the disinfectant wipes at multiple costco outlets and selling them for up , No Match, Neutral 
1282, jsolomonreports breaking canadian prime ministers wife tests positive for coronavirus leader will selfquarantine for 14 days as pr , breaking | positive | , Neutral 
1283, inside meghan markles son archies life in canada hes doing great  , great, Positive 
1284, asapscience there is amazing research about antiviral medication isolating the sarscov2 virus and other current breakthroughs all , amazing | virus | breakthroughs | , Positive 
1285, louisepanic conangray only usa and canada , No Match, Neutral 
1286, bransfieldrob rubiesrred1 kathleenwesterg jeffreyluscombe univrsle this is what happens when you cancel the nhl   nhl no hockey , No Match, Neutral 
1287, thejunoawards you can still vote for juno fan choice presented by tdcanada   rt to vote for avrillavigne or tweet jfcavrillavigne , No Match, Neutral 
1288, complex good news researchers in canada have isolated the covid19 virus  full story   , complex | good | isolated | virus | , Negative 
1289, jdouglaslittle that is a big f deal   pm says canada exploring whether to close border with us   , No Match, Neutral 
1290, jimmullintsn further to yesterday release all of footballcanadas jurisdictions have or are in the process of suspending training , No Match, Neutral 
1291, complex good news researchers in canada have isolated the covid19 virus  full story   , complex | good | isolated | virus | , Negative 
1292, davidmulroney a serious warning from some serious people  you would think that this should be impossible to ig , warning | impossible | , Negative 
1293, bransfieldrob rubiesrred1 kathleenwesterg jeffreyluscombe univrsle this is what happens when you cancel the nhl   nhl no hockey , No Match, Neutral 
1294, warchamp7 covid19 cancels hockey season  canada  , No Match, Neutral 
1295, davenewworld nhl hockey is postponed indefinitely  2 hours later  canada we have a cure , cure, Positive 
1296, shortdolphin canada the best , best, Positive 
1297, davenewworld nhl hockey is postponed indefinitely  2 hours later  canada we have a cure , cure, Positive 
1298, wendyweb47 canada will inject 10b into the economy to help offset covid2019 losses  , losses, Negative 
1299, warchamp7 covid19 cancels hockey season  canada  , No Match, Neutral 
1300, wtt nct 127 neo zone have taeyong version c cc want taeil haechan or mark version c cc   canadaus only  dm pls  , No Match, Neutral 
1301, bbcbreaking us president donald trump declares national emergency to help handle the growing outbreak of coronavirus  , trump | emergency | outbreak | , Negative 
1302, bankofcanada bank of canada lowers overnight rate target to  percent  , No Match, Neutral 
1303, davenewworld nhl hockey is postponed indefinitely  2 hours later  canada we have a cure , cure, Positive 
1304, cbcmeg updated calgary defence lawyers association president calls this a first amp necessary step for the court systembut many more , No Match, Neutral 
1305, abeoudshoorn important notice  if you are a registered nurse in canada not currently employed please consider applying to the public , important, Positive 
1306, abeoudshoorn important notice  if you are a registered nurse in canada not currently employed please consider applying to the public , important, Positive 
1307, davenewworld nhl hockey is postponed indefinitely  2 hours later  canada we have a cure , cure, Positive 
1308, chatshell tbscanada privycouncilca working on it  , No Match, Neutral 
1309, rebelnewsonline its live  dont miss therealkeeans shocking report about what he saw and experienced last night at roxhamroad   , miss | shocking | , Negative 
1310, damn not gonna lie socialism aint so bad in canada during a pandemic why do yall think im peacing out of new york for a bit  , damn | lie | bad | , Negative 
1311, complex good news researchers in canada have isolated the covid19 virus  full story   , complex | good | isolated | virus | , Negative 
1312, simonhoupt coronavirus prompts canadas national broadcaster to go to schitt cbctv to replace juno awards with 5hour marathon of sc , awards, Positive 
1313, yamiche realdonaldtrump america could really benefit from better healthcare   , benefit | better | , Positive 
1314, davenewworld nhl hockey is postponed indefinitely  2 hours later  canada we have a cure , cure, Positive 
1315, sandreoni montreal qc canada police respond to multiple calls at various retail locations including costco to break up fights ov , break, Negative 
1316, dailytrust justin trudeaus wife has tested positive for novel coronavirus his office said late thursday while assuring the public , positive | assuring | , Positive 
1317, vedraven aptnnews brettforester imagine that  almost as if politicians amp media were complicit in spreading misinformation in attemp , complicit, Negative 
1318, canadamoments updates  government advises canadians to avoid nonessential international travel  cruise ships with over 500 people , No Match, Neutral 
1319, complex good news researchers in canada have isolated the covid19 virus  full story   , complex | good | isolated | virus | , Negative 
1320, ashycrabbecake the outbreak didnt start and people werent getting tested until very recently in north america thats why canada is not there either south korea had enough testing kits because they are always under threat of biochemical attack by north korea , outbreak | enough | threat | attack | , Negative 
1321, according canadian prime minister speech doctors have detected covid19 as the test results of his wife canada coronavirusintoronto  , No Match, Neutral 
1322, coronavirus disease covid19 being prepared coronavirus corona coronacanada  , No Match, Neutral 
1323, coronavirus disease covid19 being prepared coronavirus corona coronacanada  , No Match, Neutral 
1324, btsotc countries close to nr 1 on itunes  2 belguim  2 cambodia  2 canada  2 cyprus  2 ecuador  2 new zealand  3 austria  3 i , No Match, Neutral 
1325, keikoagena the world health organization approved a coronavirus test in january  but the us decided against using it and instead ha , No Match, Neutral 
1326, waynedupreeshow real nice waits until shes safely back in canada and starts trashtalking the royals class act   , nice | safely | , Positive 
1327, complex good news researchers in canada have isolated the covid19 virus  full story   , complex | good | isolated | virus | , Negative 
1328, sophiamathur this weeks video 71 weeks since i started striking fridaysforfuture  digitalstrike canada   honks are germ free su , striking | free | , Positive 
1329, homicidecanada a canada wide warrant has been issued for the arrest of dylan james mousseau in relation to winnipegs latest homici , No Match, Neutral 
1330, libarbarian 1000 layoffs at the university of alberta due to provincial cuts this is not the jobs pipelines and the economy jken , No Match, Neutral 
1331, btsvchartdata itunes sweet night  1 canada   66 1s  , sweet, Positive 
1332, davenewworld nhl hockey is postponed indefinitely  2 hours later  canada we have a cure , cure, Positive 
1333, as the coronavirus spreads across the us tens of millions of americans may not seek medical help either because they are uninsured or undocumented that puts everyone in society at greater risk  coronavirus why systemic problems leave the us at risk  , uninsured | undocumented | risk | problems | risk | , Negative 
1334, balajis people forget that individual american states have gdps on par with sovereign countries ca is comparable to the uk ny to sou , No Match, Neutral 
1335, fitzmeagan new toronto mayor john tory is in selfisolation for next 12 days following a trip to londonhe returned wednesday he i , No Match, Neutral 
1336, rednationrising mexico is considering closing its border to stop americans bringing coronavirus into its country  justin trudeau is co , No Match, Neutral 
1337, complex good news researchers in canada have isolated the covid19 virus  full story   , complex | good | isolated | virus | , Negative 
1338, davenewworld nhl hockey is postponed indefinitely  2 hours later  canada we have a cure , cure, Positive 
1339, cbcnews international law youre funny imagine the cbc lecturing anyone on science defundthecbc canada , funny, Negative 
1340, libarbarian 1000 layoffs at the university of alberta due to provincial cuts this is not the jobs pipelines and the economy jken , No Match, Neutral 
1341, davenewworld nhl hockey is postponed indefinitely  2 hours later  canada we have a cure , cure, Positive 
1342, wfkars chrislhayes see if you can get tests from the who or who tests from canada or mexico , No Match, Neutral 
1343, fitzmeagan new toronto mayor john tory is in selfisolation for next 12 days following a trip to londonhe returned wednesday he i , No Match, Neutral 
1344, postopinions even with trudeau in isolation canada is responding well to the coronavirus davidmoscrop writes  , isolation | well | , Neutral 
1345, lindsaytedds tune into theagenda tonight and watch me lose my mind about how our political leaders are failing to acknowledge the hug , lose | failing | hug | , Negative 
1346, davenewworld nhl hockey is postponed indefinitely  2 hours later  canada we have a cure , cure, Positive 
1347, simongerman600 turns out you can just about squeeze the uk into canadas hudson bay brexit was just the beginning source  , No Match, Neutral 
1348, davenewworld nhl hockey is postponed indefinitely  2 hours later  canada we have a cure , cure, Positive 
1349, if we are going to replay past sporting events for the next month 1 should be the womans olympic hockey final from sochi 2014   the least watched or known greatest canadian olympic moment of all time covid19 canada  mariephilip poulin tsnsports sportsnet cbcsports , greatest, Positive 
1350, davenewworld nhl hockey is postponed indefinitely  2 hours later  canada we have a cure , cure, Positive 
1351, davenewworld nhl hockey is postponed indefinitely  2 hours later  canada we have a cure , cure, Positive 
1352, trudeaudrunk canadabuster quebec is the only place in canada allowed to preserve its heritage , No Match, Neutral 
1353, complex good news researchers in canada have isolated the covid19 virus  full story   , complex | good | isolated | virus | , Negative 
1354, china now asserts that kungflu has been found in packets of knorrs creamofbat soup imported from the usa bet beijing regrets stealing stuff from canada labs now  , regrets | stealing | , Negative 
1355, current covid19 cases canada on 79 19 qc 17 bc 56 3 ab 23 mb 3 sk 2 1 nb 1 other 1 total 182 cases 23 see  for more , No Match, Neutral 
1356, so you wanted beansmetro store at bank and second ottawa canada  , No Match, Neutral 
1357, davenewworld nhl hockey is postponed indefinitely  2 hours later  canada we have a cure , cure, Positive 
1358, harmerdan as if covid19 isnt bad enough i just got a call from service canada saying im under investigation  where can i get appl , bad | enough | , Neutral 
1359, cbcsask courts cops and corrections wrestling with how to manage covid19 in sask  , No Match, Neutral 
1360, travelgoc official global travel advisory avoid nonessential travel to all destinations outside canada until further notice due to m , No Match, Neutral 
1361, complex good news researchers in canada have isolated the covid19 virus  full story   , complex | good | isolated | virus | , Negative 
1362, helenclarknz dealing w covid19 effectively requires universal health coverage in usa  27 million are uninsured amp 10s of millions , effectively | uninsured | , Neutral 
1363, complex good news researchers in canada have isolated the covid19 virus  full story   , complex | good | isolated | virus | , Negative 
1364, jelliott963 i thought i seen the clintons squad leaving for canada  , No Match, Neutral 
1365, tinayazdani 6pm covid19canada update  torontos medical officer asks anyone travelling outside canada to selfisolate for 2 wks   , No Match, Neutral 
1366, watching pms trudeau amp lee hsien loong covid19 addresses i cant help but feel really envious of canada amp singapore  in times of crises a country needs a leader not a clown , envious | envious | , Neutral 
1367, ryanafournier justin trudeau just said he is considering closing the border to canada to stop the spread of coronavirus  so he beli , No Match, Neutral 
1368, davenewworld nhl hockey is postponed indefinitely  2 hours later  canada we have a cure , cure, Positive 
1369, complex good news researchers in canada have isolated the covid19 virus  full story   , complex | good | isolated | virus | , Negative 
1370, complex good news researchers in canada have isolated the covid19 virus  full story   , complex | good | isolated | virus | , Negative 
1371, complex good news researchers in canada have isolated the covid19 virus  full story   , complex | good | isolated | virus | , Negative 
1372, davenewworld nhl hockey is postponed indefinitely  2 hours later  canada we have a cure , cure, Positive 
1373, matthewtrask canada announces they have a covid19 vaccine in the testing phase less than a day after hockey was canceled they dont f , No Match, Neutral 
1374, torontostar new researchers from sunnybrook u of t and mcmaster have isolated the agent responsible for the outbreak of covid19 , isolated | outbreak | , Negative 
1375, abeoudshoorn important notice  if you are a registered nurse in canada not currently employed please consider applying to the public , important, Positive 
1376, complex good news researchers in canada have isolated the covid19 virus  full story   , complex | good | isolated | virus | , Negative 
1377, drjacobsrad sorry but there is a gross inconsistency here if public health is strongly discouraging canadians from traveling how ca , sorry | gross | inconsistency | discouraging | , Negative 
1378, complex good news researchers in canada have isolated the covid19 virus  full story   , complex | good | isolated | virus | , Negative 
1379, sheilagunnreid italy has 42 doctors per 1000 8th in the world their system is in total meltdown denying care to the elderly , meltdown | denying | , Negative 
1380, 5bobbyarmstrong he will be moving from a first class air canada pod to a first class homeless shelter see if you can spot the difference  , No Match, Neutral 
1381, davenewworld nhl hockey is postponed indefinitely  2 hours later  canada we have a cure , cure, Positive 
1382, davenewworld nhl hockey is postponed indefinitely  2 hours later  canada we have a cure , cure, Positive 
1383, davenewworld nhl hockey is postponed indefinitely  2 hours later  canada we have a cure , cure, Positive 
1384, complex good news researchers in canada have isolated the covid19 virus  full story   , complex | good | isolated | virus | , Negative 
1385, lindafrum minister billblair and pattyhajdu just explained canadas enhanced screening giving information to travellers from hi , enhanced, Positive 
1386, dougquan yesterday i went to a costco store where i stumbled across this couple loading their pickup with piles of lysol wipes they , stumbled, Negative 
1387, spencerfernando how about a canadian pharmaceutical industry located in alberta we need to stop buying chinese product and non ethical oil lets have a made in canada first north america second western world third attitude our very survival depends on that , ethical | survival | , Positive 
1388, complex good news researchers in canada have isolated the covid19 virus  full story   , complex | good | isolated | virus | , Negative 
1389, yamesyim grainsurgeon i know no justin from canada but i do know blackface trudeau , No Match, Neutral 
1390, sammythegoose1 chadatscribeit canadabuster ottawapolitico fordnation no quebecor should ever be elected prime minister again it , No Match, Neutral 
1391, ryanafournier justin trudeau just said he is considering closing the border to canada to stop the spread of coronavirus  so he beli , No Match, Neutral 
1392, the news the virus cannot survive in warm weather  meanwhile in canada  , virus | warm | , Neutral 
1393, canadas 1st possible coronavirusvaccine being tested in saskatchewan  , No Match, Neutral 
1394, eugenegu did canada really find a vaccine that can combat this virus , virus, Negative 
1395, drsaraheaton canadas first coronavirus vaccine made in saskatchewan is now in testing stages  covid19canada , No Match, Neutral 
1396, complex good news researchers in canada have isolated the covid19 virus  full story   , complex | good | isolated | virus | , Negative 
1397, bbcnorthamerica coronavirus i dont need to selfisolate says trump  , trump, Positive 
1398, davenewworld nhl hockey is postponed indefinitely  2 hours later  canada we have a cure , cure, Positive 
1399, abeoudshoorn important notice  if you are a registered nurse in canada not currently employed please consider applying to the public , important, Positive 
1400, helenclarknz dealing w covid19 effectively requires universal health coverage in usa  27 million are uninsured amp 10s of millions , effectively | uninsured | , Neutral 
1401, davenewworld nhl hockey is postponed indefinitely  2 hours later  canada we have a cure , cure, Positive 
1402, i initially met with  resistance when i included emergency planning amp response in chn curriculum years ago then i advocated its inclusion in chn textbook trying to create more awareness across canada i dont think weve made much progress sadly carolynstrom  , resistance | emergency | advocated | progress | sadly | , Negative 
1403, marcgarneau the start of the cruise ship season in canada will be deferred from april 2 to july 1st this will apply to cruise ships c , No Match, Neutral 
1404, tbaftercare 74 taaaccredited organizations across the us puerto rico and canada  akindalehorse  , No Match, Neutral 
1405, cdcofbc learn about hand hygiene respiratory etiquette social distancing proper use of masks and other communitybased measures to , proper, Positive 
1406, zackslater54 no friend to canada either , No Match, Neutral 
1407, complex good news researchers in canada have isolated the covid19 virus  full story   , complex | good | isolated | virus | , Negative 
1408, how is that not scalping which is against the law  oh right canada no longer has rule of law  , right, Positive 
1409, benjamindegraaf missangelinetw oh canada    this country is lame  , lame, Negative 
1410, iamjoetrudeau meanwhile in canada where we have free testing  trudeau announces financial help travel restrictions for canada in co , free, Positive 
1411, helenclarknz dealing w covid19 effectively requires universal health coverage in usa  27 million are uninsured amp 10s of millions , effectively | uninsured | , Neutral 
1412, chillcanada patmacrn    greetings from rob in saskatchewan canada    i appreciate your follow back    dogsoftwitterultrahdwa , appreciate, Positive 
1413, complex good news researchers in canada have isolated the covid19 virus  full story   , complex | good | isolated | virus | , Negative 
1414, what canada is doing hello  , No Match, Neutral 
